whaleSharkID,Total Occurrences,organismID,identificationID,Oldest Occurrence,Newest Occurrence,HUMAN_OBSERVATION,MACHINE_OBSERVATION,sex,lifeStage (year),continent (year),publishingCountry (year),country (year),stateProvince - verbatimLocality (month year),occurrenceRemarks (eventDate),lat:decimalLatitude long:decimalLongitude (eventDate),"imageURL (license, creator)"
587581975,1,,587581975,2011-07-21,2011-07-21,1,0,Unknown,Unknown (2011),Oceania (2011),New Zealand (2011),Australia (2011),"Western Australia - Western Australia, AU (Jul 2011)",Unknown,lat:-21.946152 long:113.844951 (Northwest Australian Shelf 2011-07-21),"https://inaturalist-open-data.s3.amazonaws.com/photos/466708955/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: maksympolyakov)"
230058950,1,,230058950,2011-08-20,2011-08-20,1,0,Unknown,Unknown (2011),North America (2011),Canada (2011),Mexico (2011),Unknown,Registered eco-tour. We had to use reef friendly sunscreen and were strictly forbidden from touching the sharks. (2011-08-20),lat:20.808095 long:-86.796171 (Caribbean Sea 2011-08-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/175052613/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eovran), https://inaturalist-open-data.s3.amazonaws.com/photos/175080027/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eovran), https://inaturalist-open-data.s3.amazonaws.com/photos/175052921/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eovran), https://inaturalist-open-data.s3.amazonaws.com/photos/175079930/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eovran), https://inaturalist-open-data.s3.amazonaws.com/photos/175052967/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: eovran)"
9981344,1,,9981344,2011-11-15,2011-11-15,1,0,Unknown,Unknown (2011),North America (2011),Mexico (2011),Mexico (2011),"Baja California - El Rincón, Bahía de los Ángeles, BC (Nov 2011)","agregación de tiburón ballena en Bahía de los Ángeles, Baja california, México (2011-11-15)",lat:28.89338 long:-113.495293 (Gulf of California 2011-11-15),"https://inaturalist-open-data.s3.amazonaws.com/photos/6036617/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Rafael de la Parra)"
12151307,1,,12151307,2011-11-01,2011-11-01,1,0,Unknown,Unknown (2011),North America (2011),Mexico (2011),Mexico (2011),"Baja California - Ensenada, MX-BN, MX (Nov 2011)",Unknown,lat:28.910692 long:-113.509644 (Gulf of California 2011-11-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/7347630/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: José Arce Smith)"
38265841,1,,38265841,2011-11-11,2011-11-11,1,0,Unknown,Unknown (2011),North America (2011),Mexico (2011),Mexico (2011),Unknown,Unknown,lat:21.449777 long:-105.447971 (Pacific Central-American Coastal 2011-11-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/27252716/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Cristian M. Galván Villa)"
69579588,1,,69579588,2011-11-18,2011-11-18,1,0,Unknown,Juvenile (2011),Asia (2011),United States (2011),Maldives (2011),Unknown,Unknown,lat:3.42917 long:72.963927 (Unknown 2011-11-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/50317124/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Carla van Westing)"
15069683,1,,15069683,2011-12-17,2011-12-17,1,0,Unknown,Unknown (2011),North America (2011),Mexico (2011),Mexico (2011),"Baja California Sur - La Paz, MX-BS, MX (Dec 2011)",Unknown,lat:24.185191 long:-110.378265 (Gulf of California 2011-12-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/9386592/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Sergio Martínez)"
24437579,1,,24437579,2011-12-05,2011-12-05,1,0,Unknown,Adult (2011),Africa (2011),United States (2011),South Africa (2011),Unknown,<h3>Whale Shark</h3><br> (2011-12-05),lat:-27.412331 long:32.6225 (Unknown 2011-12-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/15474567/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: rowanwattpringle)"
327156,1,,327156,2010-01-29,2010-01-29,1,0,Unknown,Adult (2010),Asia (2010),United States (2010),Philippines (2010),Sorsogon - Philippines (Jan 2010),Unknown,lat:12.859188 long:123.527289 (Sulu-Celebes Sea 2010-01-29),"https://inaturalist-open-data.s3.amazonaws.com/photos/262500/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Damon Tighe)"
456277824,1,,456277824,2010-01-28,2010-01-28,1,0,Female,Unknown (2010),Asia (2010),United States (2010),Myanmar (2010),Unknown,Unknown,lat:8.853706 long:97.810721 (Bay of Bengal 2010-01-28),"https://inaturalist-open-data.s3.amazonaws.com/photos/354833805/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833839/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833816/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833695/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833855/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833922/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/354833844/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray)"
477659425,1,,477659425,2010-01-01,2010-01-01,1,0,Unknown,Unknown (2010),Africa (2010),United States (2010),Tanzania (2010),"Pwani - Pwani, TZ (Jan 2010)",Unknown,lat:-7.802448 long:39.40242 (Unknown 2010-01-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/372968320/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Johnny Giese), https://inaturalist-open-data.s3.amazonaws.com/photos/372968309/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Johnny Giese)"
34359059,1,,34359059,2010-02-18,2010-02-18,1,0,Unknown,Unknown (2010),Asia (2010),United States (2010),Philippines (2010),Sorsogon - Philippines (Feb 2010),Unknown,lat:12.873071 long:123.528381 (Sulu-Celebes Sea 2010-02-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/23903679/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: John Clough), https://inaturalist-open-data.s3.amazonaws.com/photos/23903683/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: John Clough), https://inaturalist-open-data.s3.amazonaws.com/photos/23903677/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: John Clough), https://inaturalist-open-data.s3.amazonaws.com/photos/23903681/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: John Clough)"
89628499,1,,89628499,2010-02-20,2010-02-20,1,0,Unknown,Unknown (2010),North America (2010),United States (2010),Mexico (2010),Unknown,Unknown,lat:21.577287 long:-105.329873 (Unknown 2010-02-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/62976446/original.jpeg (license: http://creativecommons.org/licenses/by-nc-nd/4.0/, creator: M.L. Watson)"
54079827,1,,54079827,2010-04-01,2010-04-01,1,0,Unknown,Unknown (2010),Oceania (2010),Canada (2010),Australia (2010),Unknown,Unknown,lat:-22.63852 long:113.513199 (West Central Australian Shelf 2010-04-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/38155642/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Chris Fisher)"
205888470,1,,205888470,2010-04-19,2010-04-19,1,0,Unknown,Unknown (2010),Oceania (2010),United States (2010),Australia (2010),Unknown,Unknown,lat:-21.915537 long:113.835099 (Northwest Australian Shelf 2010-04-19),"https://inaturalist-open-data.s3.amazonaws.com/photos/156453129/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Roxanne Lazarus), https://inaturalist-open-data.s3.amazonaws.com/photos/156453111/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Roxanne Lazarus)"
556151094,1,,556151094,2010-04-19,2010-04-19,1,0,Unknown,Unknown (2010),Oceania (2010),United States (2010),Australia (2010),Unknown,Unknown,lat:-21.946066 long:113.806425 (Northwest Australian Shelf 2010-04-19),"https://inaturalist-open-data.s3.amazonaws.com/photos/444799220/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: dnaef)"
332353728,1,,332353728,2010-06-19,2010-06-19,1,0,Unknown,Adult (2010),Oceania (2010),United States (2010),Australia (2010),Unknown,Unknown,lat:-22.796336 long:113.626339 (West Central Australian Shelf 2010-06-19),"https://inaturalist-open-data.s3.amazonaws.com/photos/255236760/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Wayne and Pam Osborn)"
139026081,1,,139026081,2010-07-09,2010-07-09,1,0,Unknown,Unknown (2010),South America (2010),Colombia (2010),Colombia (2010),Valle del Cauca - Colombia (Jul 2010),Unknown,lat:4.000769 long:-81.440764 (Pacific Central-American Coastal 2010-07-09),"https://inaturalist-open-data.s3.amazonaws.com/photos/102340611/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: lchasqui)"
71385672,1,,71385672,2010-08-14,2010-08-14,1,0,Unknown,Unknown (2010),Africa (2010),Portugal (2010),Mozambique (2010),Inhambane - Mozambique (Aug 2010),Unknown,lat:-23.842043 long:35.499082 (Unknown 2010-08-14),"https://inaturalist-open-data.s3.amazonaws.com/photos/51732593/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Octávio Mateus)"
345508076,1,,345508076,2010-08-07,2010-08-07,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-07)",lat:21.69776 long:-87.542803 (Gulf of Mexico 2010-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/263895284/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345506237,1,,345506237,2010-08-07,2010-08-07,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-07)",lat:21.680366 long:-87.456973 (Gulf of Mexico 2010-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/263894383/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263894377/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263893951/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345502300,1,,345502300,2010-08-06,2010-08-06,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-06)",lat:21.727865 long:-87.477934 (Gulf of Mexico 2010-08-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/263890666/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263891132/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263891136/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263891134/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345512297,1,,345512297,2010-08-07,2010-08-07,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),"Quintana Roo - 77310 Holbox, Q.R., Mexico (Aug 2010)","Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-07)",lat:21.608506 long:-87.357352 (Gulf of Mexico 2010-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/263898205/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345513332,1,,345513332,2010-08-07,2010-08-07,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-07)",lat:21.757456 long:-87.355064 (Gulf of Mexico 2010-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/263899352/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899417/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899074/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899370/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899371/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899392/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899373/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899390/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899428/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899451/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345514103,1,,345514103,2010-08-08,2010-08-08,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),"Quintana Roo - 77310 Holbox, Q.R., Mexico (Aug 2010)","Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-08)",lat:21.605729 long:-87.36666 (Gulf of Mexico 2010-08-08),"https://inaturalist-open-data.s3.amazonaws.com/photos/263900006/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263900011/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899912/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263899684/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263900018/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345510542,1,,345510542,2010-08-07,2010-08-07,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-07)",lat:21.747099 long:-87.231638 (Gulf of Mexico 2010-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/263897150/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263897155/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263897154/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263896883/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263897158/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
345501272,1,,345501272,2010-08-06,2010-08-06,1,0,Unknown,Adult (2010),North America (2010),United States (2010),Mexico (2010),Unknown,"Gulf of Mexico North of Isla Holbox - We saw more than a dozen individuals in the 3 days we snorkeled with them. I have based each observation on the time the photos were taken, we may have seen the same one more than once, not sure. (2010-08-06)",lat:21.850472 long:-87.498853 (Gulf of Mexico 2010-08-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/263890365/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263890364/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263889991/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson), https://inaturalist-open-data.s3.amazonaws.com/photos/263890368/original.jpg (license: CC BY [Attribution], creator: Pauline Walsh Jacobson)"
630884239,1,,630884239,2010-08-01,2010-08-01,1,0,Unknown,Unknown (2010),North America (2010),United States (2010),Mexico (2010),Unknown,Unknown,lat:22.622788 long:-86.816325 (Gulf of Mexico 2010-08-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/503950360/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: dgarc3)"
630884243,1,,630884243,2010-08-06,2010-08-06,1,0,Unknown,Unknown (2010),North America (2010),United States (2010),Mexico (2010),Unknown,Unknown,lat:22.91718 long:-86.989221 (Gulf of Mexico 2010-08-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/503950362/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: dgarc3)"
63230611,1,,63230611,2010-09-29,2010-09-29,1,0,Unknown,Unknown (2010),Africa (2010),Australia (2010),Mozambique (2010),Inhambane - Mozambique (Sep 2010),"Ocean safari off Tofo, Mozambique back in 2010 (2010-09-29)",lat:-23.979728 long:35.548868 (Agulhas Current 2010-09-29),"https://inaturalist-open-data.s3.amazonaws.com/photos/45404164/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Robin Laws-Wall)"
236875542,1,,236875542,2010-09-22,2010-09-22,1,0,Unknown,Juvenile (2010),North America (2010),United States (2010),Costa Rica (2010),Unknown,a small one - ca. 4m - at 25m. Also note missing upper part of tail (2010-09-22),lat:5.452475 long:-87.145213 (Unknown 2010-09-22),"https://inaturalist-open-data.s3.amazonaws.com/photos/179266890/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: bja2800dk), https://inaturalist-open-data.s3.amazonaws.com/photos/179266845/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: bja2800dk), https://inaturalist-open-data.s3.amazonaws.com/photos/179265680/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: bja2800dk)"
239288605,1,,239288605,2010-10-13,2010-10-13,1,0,Unknown,Unknown (2010),North America (2010),United States (2010),Mexico (2010),"Baja California - 22980 Bahía de los Ángeles, Baja California, Mexico (Oct 2010)",Unknown,lat:28.902635 long:-113.502009 (Gulf of California 2010-10-13),"https://inaturalist-open-data.s3.amazonaws.com/photos/180846987/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Lin Piest)"
522248664,1,,522248664,2010-11-16,2010-11-16,1,0,Unknown,Unknown (2010),Asia (2010),United States (2010),Maldives (2010),Unknown,Unknown,lat:3.900505 long:72.873254 (Unknown 2010-11-16),"https://inaturalist-open-data.s3.amazonaws.com/photos/414342229/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: xavierpiron)"
259500513,1,,259500513,2009-01-31,2009-01-31,1,0,Unknown,Unknown (2009),North America (2009),Mexico (2009),Mexico (2009),"Baja California Sur - La Paz, MX-BS, MX (Jan 2009)",Unknown,lat:24.192081 long:-110.421134 (Unknown 2009-01-31),"https://inaturalist-open-data.s3.amazonaws.com/photos/196955992/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: migueljac)"
395760,1,,395760,2009-02-22,2009-02-22,1,0,Unknown,Unknown (2009),Asia (2009),India (2009),India (2009),Unknown,Unknown,lat:19.42831 long:85.139496 (Bay of Bengal 2009-02-22),"https://indiabiodiversity.org/biodiv/observations//02d2427d-7cb5-4b5f-be5a-7aa2cb4f9b5e/726.JPG (license: license Unknown, creator: creator Unknown)"
24747444,1,,24747444,2009-03-14,2009-03-14,1,0,Unknown,Unknown (2009),Africa (2009),United States (2009),South Africa (2009),Unknown,<h3>shark 2</h3><br> (2009-03-14),lat:-27.45314 long:32.774465 (Agulhas Current 2009-03-14),"https://inaturalist-open-data.s3.amazonaws.com/photos/15720768/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: tony rebelo)"
251026382,1,,251026382,2009-03-07,2009-03-07,1,0,Unknown,Adult (2009),North America (2009),Mexico (2009),Mexico (2009),"Baja California Sur - Las Garzas, La Paz, B.C.S., México (Mar 2009)","Fotografía tomada frente a la Bahía de La Paz, B.C.S. (2009-03-07)",lat:24.19401 long:-110.317216 (Gulf of California 2009-03-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/189461735/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Jose Antonio Estrada Godinez)"
453556317,1,,453556317,2009-03-01,2009-03-01,1,0,Unknown,Unknown (2009),Asia (2009),United States (2009),Philippines (2009),Sorsogon - Philippines (Mar 2009),Unknown,lat:12.963106 long:123.586701 (Unknown 2009-03-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/352942804/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942798/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942818/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942835/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942841/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942810/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942845/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942790/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942816/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942823/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray), https://inaturalist-open-data.s3.amazonaws.com/photos/352942671/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan E. Gray)"
8858300,1,,8858300,2009-04-24,2009-04-24,1,0,Unknown,Unknown (2009),Oceania (2009),Australia (2009),Australia (2009),Unknown,Unknown,lat:-21.838055 long:113.965258 (Northwest Australian Shelf 2009-04-24),"https://inaturalist-open-data.s3.amazonaws.com/photos/5424806/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Erik Schlögl)"
9170218,1,,9170218,2009-04-25,2009-04-25,1,0,Unknown,Unknown (2009),Oceania (2009),Australia (2009),Australia (2009),Unknown,Unknown,lat:-21.941584 long:113.979526 (Unknown 2009-04-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/5596609/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Erik Schlögl)"
17823496,1,,17823496,2009-04-27,2009-04-27,1,0,Unknown,Adult (2009),Oceania (2009),Australia (2009),Australia (2009),Unknown,Unknown,lat:-21.94963 long:113.838159 (Northwest Australian Shelf 2009-04-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/11193947/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Erik Schlögl)"
18314875,1,,18314875,2009-04-27,2009-04-27,1,0,Unknown,Adult (2009),Oceania (2009),Australia (2009),Australia (2009),Unknown,Unknown,lat:-21.899823 long:113.819444 (Northwest Australian Shelf 2009-04-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/11521705/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Erik Schlögl)"
721818096,1,,721818096,2009-04-16,2009-04-16,1,0,Unknown,Unknown (2009),Asia (2009),United States (2009),Thailand (2009),Krabi - Thailand (Apr 2009),Unknown,lat:7.688365 long:98.783056 (Bay of Bengal 2009-04-16),"https://inaturalist-open-data.s3.amazonaws.com/photos/588101735/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: kb9208)"
503364155,1,,503364155,2009-05-26,2009-05-26,1,0,Unknown,Unknown (2009),Oceania (2009),New Zealand (2009),Australia (2009),"Western Australia - Carnarvon, AU-WA, AU (May 2009)",Unknown,lat:-23.045379 long:113.770707 (West Central Australian Shelf 2009-05-26),"https://inaturalist-open-data.s3.amazonaws.com/photos/396804750/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis), https://inaturalist-open-data.s3.amazonaws.com/photos/396804714/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis), https://inaturalist-open-data.s3.amazonaws.com/photos/396804742/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis), https://inaturalist-open-data.s3.amazonaws.com/photos/396804730/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis), https://inaturalist-open-data.s3.amazonaws.com/photos/396804736/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis), https://inaturalist-open-data.s3.amazonaws.com/photos/396804722/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Malcolm Francis)"
20635029,1,,20635029,2009-07-24,2009-07-24,1,0,Unknown,Unknown (2009),North America (2009),Canada (2009),Mexico (2009),Unknown,Many (2009-07-24),lat:21.998708 long:-86.559493 (Gulf of Mexico 2009-07-24),"https://inaturalist-open-data.s3.amazonaws.com/photos/12842146/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: bosh)"
118091789,1,,118091789,2009-07-05,2009-07-05,1,0,Unknown,Unknown (2009),Oceania (2009),Australia (2009),Australia (2009),Unknown,Unknown,lat:-22.747174 long:113.532438 (West Central Australian Shelf 2009-07-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/85215755/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: warren cameron)"
